image label
/train/HFMD_78_01.jpg 3
/train/HFMD_79_01.jpg 3
/train/HFMD_82_01.jpg 3
/train/HFMD_83_01.jpg 3
/train/HFMD_83_02.jpg 3
/train/HFMD_85_01.jpg 3
/train/HFMD_86_01.jpg 3
/train/HFMD_87_01.jpg 3
/train/HFMD_88_01.jpg 3
/train/HFMD_89_01.jpg 3
/train/HFMD_90_01.jpg 3
/train/HFMD_90_02.jpg 3
/train/HFMD_92_01.jpg 3
/train/HFMD_93_01.jpg 3
/train/HFMD_94_01.jpg 3
/train/HFMD_96_01.jpg 3
/train/HFMD_97_01.jpg 3
/train/HFMD_98_01.jpg 3
/train/HFMD_99_01.jpg 3
/train/MKP_01_01.jpg 4
/train/MKP_01_02.jpg 4
/train/MKP_01_03.jpg 4
/train/MKP_01_04.jpg 4
/train/MKP_02_01.jpg 4
/train/MKP_02_02.jpg 4
/train/MKP_03_01.jpg 4
/train/MKP_04_01.jpg 4
/train/MKP_05_01.jpg 4
/train/MKP_05_02.jpg 4
/train/MKP_07_01.jpg 4
/train/MKP_09_01.jpg 4
/train/MKP_09_02.jpg 4
/train/MKP_09_03.jpg 4
/train/MKP_09_04.jpg 4
/train/MKP_100_01.jpg 4
/train/MKP_101_01.jpg 4
/train/MKP_102_01.jpg 4
/train/MKP_103_01.jpg 4
/train/MKP_106_01.jpg 4
/train/MKP_107_01.jpg 4
/train/MKP_108_01.jpg 4
/train/MKP_108_02.jpg 4
/train/MKP_108_03.jpg 4
/train/MKP_112_01.jpg 4
/train/MKP_113_01.jpg 4
/train/MKP_113_02.jpg 4
/train/MKP_113_03.jpg 4
/train/MKP_114_01.jpg 4
/train/MKP_115_01.jpg 4
/train/MKP_116_01.jpg 4
/train/MKP_117_01.jpg 4
/train/MKP_11_01.jpg 4
/train/MKP_122_01.jpg 4
/train/MKP_122_02.jpg 4
/train/MKP_124_01.jpg 4
/train/MKP_124_02.jpg 4
/train/MKP_126_01.jpg 4
/train/MKP_128_01.jpg 4
/train/MKP_129_01.jpg 4
/train/MKP_12_01.jpg 4
/train/MKP_131_01.jpg 4
/train/MKP_132_01.jpg 4
/train/MKP_133_01.jpg 4
/train/MKP_134_01.jpg 4
/train/MKP_135_01.jpg 4
/train/MKP_136_01.jpg 4
/train/MKP_139_01.jpg 4
/train/MKP_139_02.jpg 4
/train/MKP_13_01.jpg 4
/train/MKP_143_01.jpg 4
/train/MKP_143_02.jpg 4
/train/MKP_14_01.jpg 4
/train/MKP_15_01.jpg 4
/train/MKP_17_01.jpg 4
/train/MKP_17_02.jpg 4
/train/MKP_18_01.jpg 4
/train/MKP_18_02.jpg 4
/train/MKP_19_01.jpg 4
/train/MKP_19_02.jpg 4
/train/MKP_21_01.jpg 4
/train/MKP_21_02.jpg 4
/train/MKP_22_01.jpg 4
/train/MKP_27_01.jpg 4
/train/MKP_29_01.jpg 4
/train/MKP_29_02.jpg 4
/train/MKP_32_01.jpg 4
/train/MKP_32_02.jpg 4
/train/MKP_32_03.jpg 4
/train/MKP_32_04.jpg 4
/train/MKP_35_01.jpg 4
/train/MKP_35_02.jpg 4
/train/MKP_36_01.jpg 4
/train/MKP_37_01.jpg 4
/train/MKP_41_01.jpg 4
/train/MKP_42_01.jpg 4
/train/MKP_42_02.jpg 4
/train/MKP_43_01.jpg 4
/train/MKP_43_02.jpg 4
/train/MKP_43_03.jpg 4
/train/MKP_44_01.jpg 4
/train/MKP_46_01.jpg 4
/train/MKP_46_02.jpg 4
/train/MKP_47_01.jpg 4
/train/MKP_48_01.jpg 4
/train/MKP_48_02.jpg 4
/train/MKP_48_03.jpg 4
/train/MKP_49_01.jpg 4
/train/MKP_49_02.jpg 4
/train/MKP_49_03.jpg 4
/train/MKP_50_01.jpg 4
/train/MKP_50_02.jpg 4
/train/MKP_50_03.jpg 4
/train/MKP_51_01.jpg 4
/train/MKP_51_02.jpg 4
/train/MKP_52_01.jpg 4
/train/MKP_53_01.jpg 4
/train/MKP_54_01.jpg 4
/train/MKP_56_01.jpg 4
/train/MKP_56_02.jpg 4
/train/MKP_57_01.jpg 4
/train/MKP_58_01.jpg 4
/train/MKP_58_02.jpg 4
/train/MKP_58_03.jpg 4
/train/MKP_58_04.jpg 4
/train/MKP_58_05.jpg 4
/train/MKP_58_06.jpg 4
/train/MKP_58_07.jpg 4
/train/MKP_58_08.jpg 4
/train/MKP_58_09.jpg 4
/train/MKP_58_10.jpg 4
/train/MKP_58_11.jpg 4
/train/MKP_58_12.jpg 4
/train/MKP_58_13.jpg 4
/train/MKP_58_14.jpg 4
/train/MKP_60_01.jpg 4
/train/MKP_60_02.jpg 4
/train/MKP_61_01.jpg 4
/train/MKP_61_02.jpg 4
/train/MKP_62_01.jpg 4
/train/MKP_62_02.jpg 4
/train/MKP_62_03.jpg 4
/train/MKP_63_01.jpg 4
/train/MKP_63_02.jpg 4
/train/MKP_63_03.jpg 4
/train/MKP_63_04.jpg 4
/train/MKP_63_05.jpg 4
/train/MKP_63_06.jpg 4
/train/MKP_63_07.jpg 4
/train/MKP_63_08.jpg 4
/train/MKP_63_09.jpg 4
/train/MKP_64_01.jpg 4
/train/MKP_64_02.jpg 4
/train/MKP_64_03.jpg 4
/train/MKP_64_04.jpg 4
/train/MKP_64_05.jpg 4
/train/MKP_64_06.jpg 4
/train/MKP_64_07.jpg 4
/train/MKP_64_08.jpg 4
/train/MKP_65_01.jpg 4
/train/MKP_66_01.jpg 4
/train/MKP_67_01.jpg 4
/train/MKP_68_01.jpg 4
/train/MKP_72_01.jpg 4
/train/MKP_72_02.jpg 4
/train/MKP_72_03.jpg 4
/train/MKP_72_04.jpg 4
/train/MKP_72_05.jpg 4
/train/MKP_72_06.jpg 4
/train/MKP_72_07.jpg 4
/train/MKP_72_08.jpg 4
/train/MKP_73_01.jpg 4
/train/MKP_73_02.jpg 4
/train/MKP_73_03.jpg 4
/train/MKP_73_04.jpg 4
/train/MKP_73_05.jpg 4
/train/MKP_73_06.jpg 4
/train/MKP_75_01.jpg 4
/train/MKP_75_02.jpg 4
/train/MKP_75_03.jpg 4
/train/MKP_75_04.jpg 4
/train/MKP_75_05.jpg 4
/train/MKP_75_06.jpg 4
/train/MKP_76_01.jpg 4
/train/MKP_76_02.jpg 4
/train/MKP_77_01.jpg 4
/train/MKP_78_01.jpg 4
/train/MKP_78_02.jpg 4
/train/MKP_78_03.jpg 4
/train/MKP_78_04.jpg 4
/train/MKP_78_05.jpg 4
/train/MKP_78_06.jpg 4
/train/MKP_78_07.jpg 4
/train/MKP_79_01.jpg 4
/train/MKP_80_01.jpg 4
/train/MKP_80_02.jpg 4
/train/MKP_80_03.jpg 4
/train/MKP_80_04.jpg 4
/train/MKP_80_05.jpg 4
/train/MKP_83_01.jpg 4
/train/MKP_83_02.jpg 4
/train/MKP_83_03.jpg 4
/train/MKP_83_04.jpg 4
/train/MKP_83_05.jpg 4
/train/MKP_83_06.jpg 4
/train/MKP_86_01.jpg 4
/train/MKP_86_02.jpg 4
/train/MKP_86_03.jpg 4
/train/MKP_86_04.jpg 4
/train/MKP_87_01.jpg 4
/train/MKP_87_02.jpg 4
/train/MKP_87_03.jpg 4
/train/MKP_90_01.jpg 4
/train/MKP_90_02.jpg 4
/train/MKP_90_03.jpg 4
/train/MKP_90_04.jpg 4
/train/MKP_92_01.jpg 4
/train/MKP_94_01.jpg 4
/train/MKP_95_01.jpg 4
/train/MKP_96_01.jpg 4
/train/MKP_97_01.jpg 4
/train/MKP_99_01.jpg 4
/train/MSL_01_01.jpg 5
/train/MSL_01_02.jpg 5
/train/MSL_02_01.jpg 5
/train/MSL_03_01.jpg 5
/train/MSL_05_01.jpg 5
/train/MSL_05_02.jpg 5
/train/MSL_05_03.jpg 5
/train/MSL_06_01.jpg 5
/train/MSL_09_01.jpg 5
/train/MSL_09_02.jpg 5
/train/MSL_10_01.jpg 5
/train/MSL_11_01.jpg 5
/train/MSL_15_01.jpg 5
/train/MSL_17_01.jpg 5
/train/MSL_18_01.jpg 5
/train/MSL_19_01.jpg 5
/train/MSL_20_01.jpg 5
/train/MSL_22_01.jpg 5
/train/MSL_24_01.jpg 5
/train/MSL_26_01.jpg 5
/train/MSL_27_01.jpg 5
/train/MSL_28_01.jpg 5
/train/MSL_28_02.jpg 5
/train/MSL_29_01.jpg 5
/train/MSL_30_01.jpg 5
/train/MSL_31_01.jpg 5
/train/MSL_33_01.jpg 5
/train/MSL_34_01.jpg 5
/train/MSL_35_01.jpg 5
/train/MSL_36_01.jpg 5
/train/MSL_38_01.jpg 5
/train/MSL_39_01.jpg 5
/train/MSL_40_01.jpg 5
/train/MSL_40_02.jpg 5
/train/MSL_43_01.jpg 5
/train/MSL_45_01.jpg 5
/train/MSL_46_01.jpg 5
